,Mois,Titre,Auteur,Doublons
1096,Septembre 2023,Docile,Aro Sáinz de la Maza,False
1097,Septembre 2023,L'Enfant qui voulait disparaître,Jason Mott,False
1098,Septembre 2023,L'espion qui venait du livre,Luc Chomarat,False
1099,Septembre 2023,La Femme du deuxième étage,Jurica Pavicic,False
1100,Septembre 2023,Fille A,Abigail Dean,False
1101,Septembre 2023,La fille qui séchappa dAuschwitz,Ellie Midwood,False
1102,Septembre 2023,Frida Kahlo et les couleurs de la vie,Caroline Bernard,False
1103,Septembre 2023,L'homme que je ne devais pas aimer,Agathe Ruga,False
1104,Septembre 2023,Hors gel,Emmanuelle Salasc,False
1105,Septembre 2023,Je sais qui l'a tué,Steve Mosby,False
1106,Septembre 2023,"Le Livre des martyrs, tome 4 : La Maison des chaînes",Steven Erikson,False
1107,Septembre 2023,M : L'Enfant du siècle,Antonio Scurati,False
1108,Septembre 2023,Madame Hayat,Ahmet Altan,False
1109,Septembre 2023,Miss Eliza,Annabel Abbs,False
1110,Septembre 2023,Mohican,Éric Fottorino,False
1111,Septembre 2023,Mon business model,Julien Gangnet,False
1112,Septembre 2023,Nous irons mieux demain,Tatiana de Rosnay,False
1113,Septembre 2023,La Nurse du Yorkshire,Stacey Halls,False
1114,Septembre 2023,Les Oiseaux,Tarjei Vesaas,False
1115,Septembre 2023,Les Ombres filantes,Christian Guay-Poliquin,False
1116,Septembre 2023,Les Papillons noirs,Gabriel Katz,False
1117,Septembre 2023,Paradis,Abdulrazak Gurnah,False
1118,Septembre 2023,Le Pays au-delà des mers,Christina Baker Kline,False
1119,Septembre 2023,Peurs en eau profonde,Olivier Descosse,False
1120,Septembre 2023,Priya : La fille du boucher,Marie Capron,False
1121,Septembre 2023,Reine de coeur,Akira Mizubayashi,False
1122,Septembre 2023,Le Retour d'Ariane,Christian Laborie,False
1123,Septembre 2023,Riley tente l'impossible,Jeffry P. Lindsay,False
1124,Septembre 2023,"Le Royaume de Pierre d'Angle, tome 2  : Les Filles de Mai",Pascale Quiviger,False
1125,Septembre 2023,Le Royaume perdu,Éric Giacometti,False
1126,Septembre 2023,Un royaume de chair et de feu,Jennifer L. Armentrout,False
1127,Septembre 2023,Secrets boréals,Anna Raymonde Gazaille,False
1128,Septembre 2023,Sexe et mensonges,Leïla Slimani,False
1129,Septembre 2023,Son empire,Claire Castillon,False
1130,Septembre 2023,Le Tableau du peintre juif,Benoît Séverac,False
1131,Septembre 2023,Les Ténèbres et la Nuit,Michael Connelly,False
1132,Septembre 2023,Time salvager,Wesley Chu,False
1133,Septembre 2023,Un étranger en Olondre,Sofia Samatar,False
1134,Septembre 2023,Un monde merveilleux,Paul Colize,False
1135,Septembre 2023,Une écharpe dans la neige,Viveca Sten,False
1136,Septembre 2023,Une enquête de Washington Poe : Le Cercle de pierres,M.W. Craven,False
1137,Septembre 2023,Une vie en échange,Lorraine Fouchet,False
1138,Septembre 2023,Valse fauve,Pénélope Rose,False
1139,Septembre 2023,Zoomania,Abby Geni,False
1140,Août-Octobre 2023,À ma soeur et unique,Guy Boley,False
1141,Août-Octobre 2023,Perspective(s),Laurent Binet,False
1142,Août-Octobre 2023,Le Roman de Jeanne et Nathan,Clément Camar-Mercier,False
1143,Août-Octobre 2023,Et vous passerez comme des vents fous,Clara Arnaud,False
1144,Août-Octobre 2023,Étraves,Sylvain Coher,False
1145,Août-Octobre 2023,Déserter,Mathias Enard,False
1146,Août-Octobre 2023,Psychopompe,Amélie Nothomb,False
1147,Août-Octobre 2023,L'Épaisseur d'un cheveu,Claire Berest,False
1148,Août-Octobre 2023,Chaleur humaine,Serge Joncour,False
1149,Août-Octobre 2023,Les pyromanes,Vincent Delareux,False
1150,Août-Octobre 2023,Combien de lunes,Laura El Makki,False
1151,Août-Octobre 2023,Sous les strates,Lou Eve,False
1152,Août-Octobre 2023,Les Chants d'amour de Wood Place,Honorée Fanonne Jeffers,False
1153,Août-Octobre 2023,Dès que sa bouche fut pleine,Juliette Oury,False
1154,Août-Octobre 2023,Que ferais-je à ma place ?,Charly Delwart,False
1155,Août-Octobre 2023,La Nuit imaginaire,Hugo Lindenberg,False
1156,Août-Octobre 2023,La dent dure,Isabelle Garreau,False
1157,Août-Octobre 2023,Le délicieux Professeur V,Julia May Jonas,False
1158,Août-Octobre 2023,Les Voleurs d'innocence,Sarai Walker,False
1159,Août-Octobre 2023,Le Chant des innocents,Piergiorgio Pulixi,False
1160,Août-Octobre 2023,Le livre de la rentrée,Luc Chomarat,False
1161,Août-Octobre 2023,Les Terres animales,Laurent Petitmangin,False
1162,Août-Octobre 2023,Le Jour et l'Heure,Carole Fives,False
1163,Août-Octobre 2023,Visite,Li-Cam,False
1164,Août-Octobre 2023,Vous ne connaissez rien de moi,Julie Héraclès,False
1165,Août-Octobre 2023,Sauvage,Julia Kerninon,False
1166,Août-Octobre 2023,Veiller sur elle,Jean-Baptiste Andrea,False
1167,Août-Octobre 2023,L'Indésir,Joséphine Tassy,False
1168,Août-Octobre 2023,La Danse des damnées,Kiran Millwood Hargrave,False
1169,Août-Octobre 2023,La Reine aux yeux de lune,Wilfried N'Sondé,False
1170,Août-Octobre 2023,"Proust, roman familial",Laure Murat,False
1171,Août-Octobre 2023,Une histoire romaine,Louis-Philippe Dalembert,False
1172,Août-Octobre 2023,Le Café sans nom,Robert Seethaler,False
1173,Août-Octobre 2023,Les faiseurs d'anges,Martine Van Woerkens,False
1174,Août-Octobre 2023,Les silences des pères,Rachid Benzine,False
1175,Août-Octobre 2023,La Propagandiste,Cécile Desprairies,False
1176,Août-Octobre 2023,Eunice,Lisette Lombé,False
1177,Août-Octobre 2023,Et si c'était une nuit,Tobie Nathan,False
1178,Août-Octobre 2023,La prochaine fois que tu mordras la poussière,Panayotis Pascot,False
1179,Août-Octobre 2023,Les âmes errantes,Cecile Pin,False
1180,Août-Octobre 2023,Western,Maria Pourchet,False
1181,Août-Octobre 2023,Le récit du combat,Luc Lang,False
1182,Août-Octobre 2023,La Dernière Place,Négar Djavadi,False
1183,Août-Octobre 2023,"Marzahn, mon amour",Katja Oskamp,False
1184,Août-Octobre 2023,Le Dernier revival d'Opal & Nev,Dawnie Walton,False
1185,Août-Octobre 2023,Le Grand Cercle,Maggie Shipstead,False
1186,Août-Octobre 2023,Je vais bien,Régis Franc,False
1187,Août-Octobre 2023,"Demain, et demain, et demain",Gabrielle Zevin,False
1188,Août-Octobre 2023,Magnifique,Jean-Félix de La Ville Baugé,False
1189,Août-Octobre 2023,La maison vénéneuse,Raphaël Zamochnikoff,False
1190,Août-Octobre 2023,Le Dimanche du souvenir,Darragh McKeon,False
1191,Août-Octobre 2023,Le Portrait de mariage,Maggie OFarrell,False
1192,Août-Octobre 2023,Big girl,Mecca Jamilah Sullivan,False
1193,Août-Octobre 2023,Les Coquelicots,Nedjma,False
1194,Août-Octobre 2023,La vérité n'aura pas lieu,Frédéric Viguier,False
1195,Août-Octobre 2023,Tout blanc,Frédéric Ploussard,False
1196,Août-Octobre 2023,Une journée de chien,Sander Kollaard,False
1197,Août-Octobre 2023,Insatiable,Daisy Buchanan,False
1198,Août-Octobre 2023,Jeanne,Alix de Maistre,False
1199,Août-Octobre 2023,Le Château des Rentiers,Agnès Desarthe,False
1200,Août-Octobre 2023,Trust,Hernán Diaz,False
1201,Août-Octobre 2023,Georgette,Dea Liane,False
1202,Août-Octobre 2023,Plus jamais,Megan Nolan,False
1203,Août-Octobre 2023,Celles qu'on tue,Patricia Melo,False
1204,Août-Octobre 2023,Les Parts oubliées,Charmaine Wilkerson,False
1205,Août-Octobre 2023,J'ai 8 ans et je m'appelle Jean Rochefort,Adèle Fugère,False
1206,Août-Octobre 2023,Terre étrangère,Renaud Meyer,False
1207,Août-Octobre 2023,La Vénus au parapluie,Thibaud Gaudry,False
1208,Août-Octobre 2023,Déchirer le grand manteau noir,Aline Caudet,False
1210,Août-Octobre 2023,Tout ce qui manque,Florent Oiseau,False
1211,Août-Octobre 2023,Les Dragons,Jérôme Colin,False
1212,Août-Octobre 2023,Souviens-toi de ne pas mourir sans avoir aimé,Marc-Alexandre Oho Bambe,False
1213,Août-Octobre 2023,Un monde de ciel et de terre,Aleksandar Hemon,False
1214,Août-Octobre 2023,Un empêchement,Jérôme Aumont,False
1215,Août-Octobre 2023,Les Naufragés du Wager,David Grann,False
1216,Août-Octobre 2023,La poupée qui fait oui,Agnès de Clairville,False
1217,Août-Octobre 2023,Fuck Up,Arthur Nersesian,False
1218,Août-Octobre 2023,Orchidéiste,Vidya Narine,False
1219,Août-Octobre 2023,L'Abîme,Nicolas Chemla,False
1220,Août-Octobre 2023,Les maîtres de Bayreuth,Charlie Roquin,False
1221,Août-Octobre 2023,Portrait huaco,Gabriela Wiener,False
1222,Août-Octobre 2023,Misericordia,Lídia Jorge,False
1223,Août-Octobre 2023,Jeudi,Eden Levin,False
1224,Août-Octobre 2023,Les paradoxes de M. Pond,Gilbert Keith Chesterton,False
1225,Août-Octobre 2023,La Mer de la tranquillité,Emily St. John  Mandel,False
1226,Août-Octobre 2023,Malgré toute ma rage,Jérémy Fel,False
1227,Août-Octobre 2023,William,Stéphanie Hochet,False
1228,Août-Octobre 2023,La Nourrice de Francis Bacon,Maylis Besserie,False
1229,Août-Octobre 2023,Une façon d'aimer,Dominique Barbéris,False
1230,Août-Octobre 2023,Par-delà l'oubli,Aurélien Cressely,False
1231,Octobre 2023,L'Aigle noir,Jacques Saussey,False
1232,Octobre 2023,L'Amour de ma vie,Rosie Walsh,False
1233,Octobre 2023,Les Amours difficiles,Italo Calvino,False
1234,Octobre 2023,Les Anges de Babylone,Ghislain Gilberti,False
1235,Octobre 2023,Une aventure de Nora Kelly : L'Antre du diable,Douglas Preston,False
1236,Octobre 2023,Après nous le déluge,Yvan Robin,False
1237,Octobre 2023,Aquitania,Eva García Saenz de Urturi,False
1238,Octobre 2023,Au printemps,Karl Ove Knausgård,False
1239,Octobre 2023,Bleu,Koz,False
1240,Octobre 2023,Le Blues des phalènes,Valentine Imhof,False
1241,Octobre 2023,Le Bûcher des certitudes,Bernadette Pécassou-Camebrac,False
1242,Octobre 2023,Le champ des soupirs,Elspeth Barker,False
1243,Octobre 2023,Le Chant des géants,David Bry,False
1244,Octobre 2023,Saison d'orages et de silence,Roseanne A. Brown,False
1245,Octobre 2023,Chevreuse,Patrick Modiano,False
1246,Octobre 2023,La Cité des Saints et des Fous,Jeff VanderMeer,False
1247,Octobre 2023,Le coeur ne cède pas,Grégoire Bouillier,False
1248,Octobre 2023,Collapsus,Thomas Bronnec,False
1249,Octobre 2023,Cupidité,Deon Meyer,False
1250,Octobre 2023,Dernier train pour Londres,Meg Waite Clayton,False
1251,Octobre 2023,Dernière oasis,Charif Majdalani,False
1252,Octobre 2023,Des milliers de lunes,Sebastian Barry,False
1253,Octobre 2023,La Doublure,Mélissa Da Costa,False
1254,Octobre 2023,Les Douces,Judith Da Costa Rosa,False
1255,Octobre 2023,Douze chiens pour Noël,Lizzie Shane,False
1256,Octobre 2023,Embarquements immédiats pour Noël,Carène Ponte,False
1257,Octobre 2023,L'Enterrement de Serge,Stéphane Carlier,False
1258,Octobre 2023,Le Fabuleux Carnet des coeurs perdus,Enolla Brunetti,False
1259,Octobre 2023,La Femme de ménage,Freida McFadden,False
1260,Octobre 2023,Fille de cendre,Ilaria Tuti,False
1261,Octobre 2023,La Fille de l'ogre,Catherine Bardon,False
1262,Octobre 2023,La fille qui n'aimait pas Noël,Zoé Brisby,False
1263,Octobre 2023,Froid comme l'enfer,Lilja Sigurdardottir,False
1264,Octobre 2023,Le Grand Soir,Gwenaël Bulteau,False
1265,Octobre 2023,Guerre,Louis-Ferdinand Céline,False
1266,Octobre 2023,"Hamster, bretzels & mariage à Noël",Ena Fitzbel,False
1267,Octobre 2023,Identités croisées,Harlan Coben,False
1268,Octobre 2023,Le jeune homme au bras fantôme,Hélène Bonafous-Murat,False
1269,Octobre 2023,Justice divine,Michael Hjorth,False
1270,Octobre 2023,"Lady astronaute, tome 2 : Vers Mars",Mary Robinette Kowal,False
1271,Octobre 2023,Le Livre de Neige,Olivier Liron,False
1272,Octobre 2023,La Maison sans souvenirs,Donato Carrisi,False
1273,Octobre 2023,Malou dit vrai,Gwen Guilyn,False
1274,Octobre 2023,Le Manoir des sacrifiées,Olivier Merle,False
1275,Octobre 2023,Meurtre sans filet,Stephen Spotswood,False
1276,Octobre 2023,Minuit dans la ville des songes,René Frégni,False
1277,Octobre 2023,Le Miroir et la Lumière,Hilary Mantel,False
1278,Octobre 2023,La mission secrète de Sinouhé l'Égyptien,Christian Jacq,False
1279,Octobre 2023,Monstres,Frédéric Richaud,False
1280,Octobre 2023,Noël à la charmante librairie,Jenny Colgan,False
1281,Octobre 2023,Les Nuits de la peste,Orhan Pamuk,False
1282,Octobre 2023,Les Oubliés de l'Amas,Floriane Soulas,False
1283,Octobre 2023,"Paris, mille vies",Laurent Gaudé,False
1284,Octobre 2023,Paris se lève,Armand Delpierre,False
1285,Octobre 2023,La petite fille qui en savait trop,Peter May,False
1286,Octobre 2023,Petits meurtres à Endgame,Alexandra Benedict,False
1287,Octobre 2023,Pipelines,Etgar Keret,False
1288,Octobre 2023,La piscine de Rosemary,Libby Page,False
1289,Octobre 2023,Le Pouvoir des animaux,Didier Van Cauwelaert,False
1290,Octobre 2023,La Quête de l'Orphanus,Viviane Moore,False
1291,Octobre 2023,Respire...,Joyce Carol Oates,False
1292,Octobre 2023,La Roche au Loup,Françoise Bourdon,False
1293,Octobre 2023,"La Saga des Cazalet, tome 4 : Nouveau départ",Elizabeth Jane Howard,False
1294,Octobre 2023,"La Saga des Florio, tome 3 : Les Lions en hiver",Stefania Auci,False
1295,Octobre 2023,Les Sentiers obscurs de Karachi,Olivier Truc,False
1296,Octobre 2023,Si j'étais toi,Amber Garza,False
1297,Octobre 2023,Le spleen du pop-corn qui voulait exploser de joie,Raphaëlle Giordano,False
1298,Octobre 2023,"The Expanse, tome 9 : La Chute du Léviathan",James S.A. Corey,False
1299,Octobre 2023,"Le Tombeau scellé, tome 1 : Gideon la Neuvième",Tamsyn Muir,False
1300,Octobre 2023,Trop de morts au pays des merveilles,Morgan Audic,False
1301,Octobre 2023,Un indien qui dérange,Thomas King,False
1302,Octobre 2023,Une chose à cacher,Elizabeth George,False
1303,Octobre 2023,Une enquête de Beatrice Hyde-Clare : Une scandaleuse supercherie,Lynn Messina,False
1304,Octobre 2023,Une histoire naturelle de l'amour et de la mort,Margaret Renkl,False
1305,Octobre 2023,"Valsez, regrets",Marion Michau,False
1306,Octobre 2023,La vie tumultueuse de Mary W.,Samantha Silva,False
1307,Octobre 2023,La ville dévastée,Simone van der Vlugt,False
1308,Octobre 2023,Vingt minutes de silence,Hélène Bessette,False
1309,Octobre 2023,Vivonne,Jérôme Leroy,False
1310,Octobre 2023,"Vorrh, tome 2 : Les Ancêtres",Brian Catling,False
1311,Novembre 2023,Ados sous acide,Flea,False
1312,Novembre 2023,Au commencement était...,David Graeber,False
1313,Novembre 2023,"Boum, boum, boum",Nicolás Giacobone,False
1314,Novembre 2023,Ce qui manque à un clochard,Nicolas Diat,False
1315,Novembre 2023,Cette lumière en nous : S'accomplir en des temps incertains,Michelle Obama,False
1316,Novembre 2023,Chine-Russie: Le grand rapprochement,Alice Ekman,False
1317,Novembre 2023,Comment pensent les forêts,Eduardo Kohn,False
1318,Novembre 2023,Les couleurs primitives,Jeanne Cherhal,False
1319,Novembre 2023,Les crimes de nos pères,Åsa Larsson,False
1320,Novembre 2023,Les culs-reptiles,Mahamat-Saleh Haroun,False
1321,Novembre 2023,"Dangereuses Demoiselles, tome 2 : La ligue des sorcières distinguées",India Holton,False
1322,Novembre 2023,La Dernière mission de Gwendy,Stephen King,False
1323,Novembre 2023,L'envers de la charité,Pascal Grand,False
1324,Novembre 2023,"Erectus, tome 3 : Le dernier hiver",Xavier Müller,False
1325,Novembre 2023,Espionne,Danielle Steel,False
1326,Novembre 2023,La fabrique de l'humanité,Pascal Boyer,False
1327,Novembre 2023,Filles d'un temps nouveau,Carmen Korn,False
1328,Novembre 2023,Les Francs royaumes : Par deux fois tu mourras,Éric Fouassier,False
1329,Novembre 2023,"Friends, mes amours et cette chose terrible",Matthew Perry,False
1330,Novembre 2023,Grande soeur,Gunnar Staalesen,False
1331,Novembre 2023,Les Heures étincelantes,Iona Grey,False
1332,Novembre 2023,L'Holocauste comme culture : Discours et essais,Imre Kertész,False
1333,Novembre 2023,L'homme sans contact,Marc Dugain,False
1334,Novembre 2023,"Les humilié.es : 10 ans après le mariage pour tous, l'heure du bilan",Rozenn Le Carboulec,False
1335,Novembre 2023,Les Idéalistes,Kristopher Jansma,False
1336,Novembre 2023,Instants,Bruno Combes,False
1337,Novembre 2023,"L'immeuble de la rue Cavendish, tome 3 : Lucie se rebiffe",Caroline Kant,False
1338,Novembre 2023,J'ai l'énergie d'une lionne dans un corps d'oiseau,Patricia Bouchenot-Déchin,False
1339,Novembre 2023,J'étais là,Driver,False
1340,Novembre 2023,La juive de Shanghai,Marek Halter,False
1341,Novembre 2023,La lettre de Mlle Lattimore,Suzanne Allain,False
1342,Novembre 2023,Les Lieux infidèles,Tana French,False
1343,Novembre 2023,Murnau des ténèbres,Nicolas Chemla,False
1344,Novembre 2023,L'oeil de l'éléphant,Delia Owens,False
1345,Novembre 2023,"Par instants, la vie n'est pas sûre",Robert Bober,False
1346,Novembre 2023,Le petit Audiard illustré par l'exemple,Philippe Durant,False
1347,Novembre 2023,Le petit foulard de Marguerite D.,Colette Fellous,False
1348,Novembre 2023,Petite philosophie de l'improvisation,Ibrahim Maalouf,False
1349,Novembre 2023,La Plus Belle Histoire des plantes. Les racines de notre vie: Les racines de notre vie,Jacques Girardon,False
1350,Novembre 2023,La poésie comique : Du Moyen Âge à nos jours,Éditions Gallimard,False
1351,Novembre 2023,Le poids des choses,Marianne Fritz,False
1352,Novembre 2023,Pour l'honneur de tous les miens,Amanda Skenandore,False
1353,Novembre 2023,La Preuve des contraires,Caitlin Wahrer,False
1354,Novembre 2023,Prière pour les voyageurs,Ruchika Tomar,False
1355,Novembre 2023,Que sommes-nous ?: Essais sur la condition humaine,Siri Hustvedt,False
1356,Novembre 2023,"La question Descartes : Méthode, métaphysique, morale",Denis Kambouchner,False
1357,Novembre 2023,"Mon rêve, c'est toi",Holly Miller,False
1358,Novembre 2023,Ni cru ni cuit,Marie-Claire Frédéric,False
1359,Novembre 2023,Nos tendres cruautés,Anne Tyler,False
1360,Novembre 2023,"Raphaël, la vérité perdue",Francesco Fioretti,False
1361,Novembre 2023,Les Chroniques d'Edward Holmes et Gower Watson : Le Rat géant de l'hôtel Saint-Pol,Jean d` Aillon,False
1362,Novembre 2023,"Rêver, oser, se dépasser",Justine Hutteau,False
1363,Novembre 2023,Rompre les digues,Emmanuelle Pirotte,False
1364,Novembre 2023,Le Temps des cerises,Nicolas Barreau,False
1365,Novembre 2023,Temps sauvages,Mario Vargas Llosa,False
1366,Novembre 2023,La Terre de Mandela,Wole Soyinka,False
1367,Novembre 2023,La Tour,Doan Bui,False
1368,Novembre 2023,Toute la famille ensemble,Xavier de Moulins,False
1369,Novembre 2023,Toute mon histoire : Carnets de vie et de musique,Dave Grohl,False
1370,Novembre 2023,"Le serment, tome 2",Tom Clancy,False
1371,Novembre 2023,Service action : Sauvez Zelensky !,Victor K.,False
1372,Novembre 2023,Stephen Hawking : Par-delà la légende,Charles Seife,False
1373,Novembre 2023,Le Suppléant,Prince Harry,False
1374,Novembre 2023,Une ascension,Stefan Hertmans,False
1375,Novembre 2023,Une question de mort et de vie,Irvin D. Yalom,False
1376,Novembre 2023,Vie à vendre,Yukio Mishima,False
1377,Novembre 2023,V2,Robert Harris,False
1378,Novembre 2023,13 à table ! 2024,Philippe Besson,False
1379,Novembre 2023,Les 30 meilleures façons d'assassiner son mari (et autres meurtres conjugaux),Mi-ae Seo,False
1380,Novembre 2023,"47, allée du Lac",Peter James,False
1381,Rentrée 2023,Victory City,Salman Rushdie,False
1382,Rentrée 2023,Pour qui s'avance dans la nuit,Claire Conruyt,False
1386,Rentrée 2023,"Et je danse, aussi - Intégrale",Anne-Laure Bondoux,False
1387,Rentrée 2023,Juliette,Abd al Malik,False
1388,Rentrée 2023,Le sacrifice,Eva Ionesco,False
1389,Rentrée 2023,L'Enfant des forêts,Michel Hauteville,False
1390,Rentrée 2023,Ma tempête,Éric Pessan,False
1395,Rentrée 2023,Jardin des oubliés,Mouloud Akkouche,False
1397,Rentrée 2023,Samsara,Patrick Deville,False
1399,Rentrée 2023,Hôtel de la Folie,David Le Bailly,False
1400,Rentrée 2023,Pauvre folle,Chloé Delaume,False
1405,Rentrée 2023,L'Enragé,Sorj Chalandon,False
1406,Rentrée 2023,Le Grand Feu,Léonor de Recondo,False
1408,Rentrée 2023,Petites choses,Benoît Coquil,False
1409,Rentrée 2023,Hazel,Sarah Koskievic,False
1410,Rentrée 2023,Avant la forêt,Julia Colin,False
1411,Rentrée 2023,A Dieu vat,Jean-Michel Guenassia,False
1412,Rentrée 2023,La Sentence,Louise Erdrich,False
1414,Rentrée 2023,Père éperdu,Daniel Gustafsson,False
1418,Rentrée 2023,Le Diplôme,Amaury Barthet,False
1419,Rentrée 2023,Illuminatine,Simon Bentolila,False
1420,Rentrée 2023,Vierge,Constance Rutherford,False
1421,Rentrée 2023,Ghost Town,Kevin Chen,False
1422,Rentrée 2023,Bain de boue,Ars O',False
1423,Rentrée 2023,Tumeur ou tutu,Léna Ghar,False
1424,Rentrée 2023,À pied d'oeuvre,Franck Courtès,False
1425,Rentrée 2023,Phrase d'armes,Paul Greveillac,False
1426,Rentrée 2023,Panorama,Lilia Hassaine,False
1427,Rentrée 2023,Tu la retrouveras,Jean Hatzfeld,False
1428,Rentrée 2023,Suite inoubliable,Akira Mizubayashi,False
1429,Rentrée 2023,"Sarah, Susanne et l'écrivain",Eric Reinhardt,False
1430,Rentrée 2023,"Mon enfant, ma soeur",Éric Fottorino,False
1431,Rentrée 2023,Les conditions idéales,Mokhtar Amoudi,False
1433,Rentrée 2023,Hors saison,Basile Mulciba,False
1434,Rentrée 2023,La source des fantômes,Yamina Benahmed Daho,False
1435,Rentrée 2023,Pleins phares,Clémentine Haenel,False
1436,Rentrée 2023,Le fruit le plus rare ou la vie d'Edmond Albius,Gaëlle Bélem,False
1437,Rentrée 2023,Journal d'un scénario,Fabcaro,False
1438,Rentrée 2023,Nevada,Imogen Binnie,False
1439,Rentrée 2023,Mary,Anne Eekhout,False
1440,Rentrée 2023,Le Tiers Pays,Karina Sainz Borgo,False
1441,Rentrée 2023,Stupeur,Zeruya Shalev,False
1443,Rentrée 2023,La Colère et l'Envie,Alice Renard,False
1445,Rentrée 2022,Un miracle,Victoria Mas,False
1446,Rentrée 2022,L'inconduite,Emma Becker,False
1447,Rentrée 2022,L'homme peuplé,Franck Bouysse,False
1448,Rentrée 2022,Le livre des soeurs,Amélie Nothomb,False
1449,Rentrée 2022,Les liens artificiels,Nathan Devers,False
1450,Rentrée 2022,La Revanche des orages,Sébastien Spitzer,False
1451,Rentrée 2022,Le Soldat désaccordé,Gilles Marchand,False
1452,Rentrée 2022,Jusque dans la terre,Sue Rainsford,False
1453,Rentrée 2022,Clara lit Proust,Stéphane Carlier,False
1455,Rentrée 2022,Ajar-Paris,Fanta Dramé,False
1457,Rentrée 2022,Rien ne dure vraiment longtemps,Matthieu Seel,False
1458,Rentrée 2022,Dessous les roses,Olivier Adam,False
1459,Rentrée 2022,L'homme qui danse,Victor Jestin,False
1460,Rentrée 2022,Le Château des trompe-l'oeil,Christophe Bigot,False
1461,Rentrée 2022,L'Ile haute,Valentine Goby,False
1462,Rentrée 2022,La nièce du taxidermiste,Khadija Delaval,False
1463,Rentrée 2022,Consolée,Beata Umubyeyi Mairesse,False
1464,Rentrée 2022,Vers la violence,Blandine Rinkel,False
1465,Rentrée 2022,Cavales,Aude Walker,False
1466,Rentrée 2022,Dernier travail,Thierry Beinstingel,False
1467,Rentrée 2022,Arpenter la nuit,Leila Mottley,False
1468,Rentrée 2022,La part des cendres,Emmanuelle Favier,False
1470,Rentrée 2022,Une heure de ferveur,Muriel Barbery,False
1471,Rentrée 2022,Les sables,Basile Galais,False
1472,Rentrée 2022,"Petite, je disais que je voulais me marier avec toi",Mehtap Teke,False
1473,Rentrée 2022,Mon acrobate,Cécile Pivot,False
1474,Rentrée 2022,Moi en plus beau,Guillaume Le Touze,False
1475,Rentrée 2022,La Loi du désordre,Philippe Hayat,False
1476,Rentrée 2022,D'où vient l'amour,Yann Queffélec,False
1477,Rentrée 2022,Quelque chose à te dire,Carole Fives,False
1478,Rentrée 2022,La Traversée de Bondoufle,Jean Rolin,False
1479,Rentrée 2022,Peupler la colline,Cécilia Castelli,False
1480,Rentrée 2022,La nuit des pères,Gaëlle Josse,False
1481,Rentrée 2022,La Vie clandestine,Monica Sabolo,False
1482,Rentrée 2022,La Sauvagière,Corinne Morel-Darleux,False
1483,Rentrée 2022,La Douceur de l'eau,Nathan Harris,False
1484,Rentrée 2022,Corps flottants,Jane Sautière,False
1485,Rentrée 2022,"Les marins ne savent pas nager, tome 1",Dominique Scali,False
1486,Rentrée 2022,Linvention du diable,Hubert Haddad,False
1487,Rentrée 2022,Comment font les gens ?,Olivia de Lamberterie,False
1488,Rentrée 2022,Quand tu écouteras cette chanson,Lola Lafon,False
1489,Rentrée 2022,Performance,Simon Liberati,False
1490,Rentrée 2022,Cher connard,Virginie Despentes,False
1491,Rentrée 2022,Au vent mauvais,Kaouther Adimi,False
1492,Rentrée 2022,Le monde après nous,Rumaan Alam,False
1493,Rentrée 2022,Le champ des cris,Adrien Genoudet,False
1494,Rentrée 2022,Le Pion,Paco Cerdà,False
1495,Rentrée 2022,Qui sait,Pauline Delabroy-Allard,False
1496,Rentrée 2022,Petite soeur,Marie Nimier,False
1497,Rentrée 2022,Le Trésorier-payeur,Yannick Haenel,False
1498,Rentrée 2022,De femmes et de sel,Gabriela Garcia,False
1499,Rentrée 2022,Un jeune homme si tranquille,Yves Viollier,False
1501,Rentrée 2022,La Treizième Heure,Emmanuelle Bayamack-Tam,False
1502,Rentrée 2022,Ainsi pleurent nos hommes,Dominique Celis,False
1503,Rentrée 2022,Le commerce des Allongés,Alain Mabanckou,False
1504,Rentrée 2022,La dissociation,Nadia Yala Kisukidi,False
1505,Rentrée 2022,Deux secondes d'air qui brûle,Diaty Diallo,False
1506,Rentrée 2022,Trouver refuge,Christophe Ono-dit-Biot,False
1507,Rentrée 2022,Chienne et louve,Joffrine Donnadieu,False
1508,Rentrée 2022,Un singe à ma fenêtre,Olivia Rosenthal,False
1509,Rentrée 2022,La mémoire de l'eau,Miranda Cowley Heller,False
1510,Rentrée 2022,Zizi Cabane,Bérengère Cournut,False
1511,Rentrée 2022,Trois soeurs,Laura Poggioli,False
1512,Rentrée 2022,L'adultère ingénue,Natalie Clifford Barney,False
1513,Rentrée 2022,Les Presque Soeurs,Cloé Korman,False
1514,Rentrée 2022,Patte blanche,Kinga Wyrzykowska,False
1515,Rentrée 2022,Tenir sa langue,Polina Panassenko,False
1516,Rentrée 2022,Et la forêt brûlera sous nos pas,Jens Liljestrand,False
1517,Rentrée 2022,On était des loups,Sandrine Collette,False
1518,Rentrée 2022,Le radeau des étoiles,Andrew J. Graff,False
1519,Découverte Rentrée 2022,24 fois la vérité,Raphaël Meltz,False
1521,Découverte Rentrée 2022,Les filles de Monroe,Antoine Volodine,False
1523,Découverte Rentrée 2022,Dans la maison rêvée,Carmen Maria Machado,False
1524,Découverte Rentrée 2022,Le dernier tribun,Gilles Martin-Chauffier,False
1525,Découverte Rentrée 2022,Le rapport chinois,Pierre Darkanian,False
